quaycode,quayname,quaystatus,transportmode,lat,lon,visuallyaccessible,disabledaccessible,compassdirection,validfrom,quayshapetype,baylength,markedkerb,lift,guidelines,groundsurfaceindicator,stopplaceaccessroute,mutationdate,kerbheight,boardingpositionwidth,alightingpositionwidth,liftedpartlength,narrowestpassagewidth,fulllengthguideline,guidelinestopplaceconnection,tactilegroundsurfaceindicator,ramp,heightwithenvironment,bayentranceangles,ramplength,rampwidth,embaymentwidth,bayexitangles
NL:Q:30000421,Veenendaalplein,available,bus,52.30145250121691,4.980720705355853,true,true,89,2020-05-24T22:00:00Z,haltehaven,21.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,3.3,1.8,18,1.2,true,true,true,true,3.6,30,70,2,3.2,16.35
NL:Q:30000422,Veenendaalplein,available,bus,52.30160433105396,4.980440759942461,true,true,270,2020-05-24T22:00:00Z,haltehaven,21.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2,6,18,1.5,true,true,true,true,3.6,26,100,1.4,3.2,21
NL:Q:30003131,Burg. Röellstraat,available,tram,52.377482524890986,4.819725786086812,false,false,203,2019-03-14T00:00:00Z,langshalte,58,true,false,false,false,false,2021-02-25T11:33:45Z,0.08,1.1,1.5,58,1.1,false,false,false,true,0.08,,3,0.9,,
NL:Q:30003132,Burg. Röellstraat,available,tram,52.376690595487155,4.819515633311797,false,true,23,2019-03-14T00:00:00Z,langshalte,66.3,false,false,false,false,false,2021-01-08T13:34:25Z,0.17,2.3,2.8,66.3,1.1,false,false,false,true,0.07,,2.35,2.95,,
NL:Q:57130740,Jan van Zutphenplantsoen,available,bus,52.34884023902771,4.7962131662774805,true,true,298,2020-05-24T22:00:00Z,haltehaven,17.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.21,2.8,2.8,17.4,1.15,true,true,false,false,0.1,21,,,3.15,15
NL:Q:57232290,Jan van Zutphenplantsoen,available,bus,52.34856207499516,4.796304930175271,true,false,120,2020-05-24T22:00:00Z,haltehaven,17.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.21,1.55,2.55,17.5,1.2,true,true,false,false,0.1,20,,,2.87,13
NL:Q:30002311,Seineweg,available,bus,52.38632976055477,4.8185402287167385,true,true,178,2020-05-24T22:00:00Z,haltehaven,20.4,true,false,true,true,false,2021-01-08T13:34:25Z,0.19,2.7,2.4,17,2.1,true,false,true,false,0,21,,1.2,3.18,17
NL:Q:30002312,Seineweg,available,bus,52.38666440163566,4.818976610843355,true,true,0,2020-05-24T22:00:00Z,haltehaven,35,true,false,true,true,true,2021-01-08T13:34:25Z,0.19,1.5,5,30.6,1.2,true,true,true,false,0,25,,1.5,2.9,15
NL:Q:30002375,Barajasweg,expired,bus,52.38727410339202,4.833849120147283,true,true,358,2019-02-07T00:00:00Z,langshalte,18,true,false,true,true,true,2021-02-25T11:33:45Z,0.19,3.9,2.1,0.01,1.5,true,true,true,false,0,,,,,
NL:Q:30002376,Barajasweg,available,bus,52.386707498118575,4.833768058164542,true,true,179,2020-05-24T22:00:00Z,langshalte,18,true,false,true,true,true,2021-02-25T11:33:45Z,0.19,2.7,3,18,0.9,true,true,true,false,0,,,,,
NL:Q:30005051,Waterlooplein,available,bus,52.36870874038873,4.9044278215929,false,false,240,2019-02-07T00:00:00Z,langshalte,21.45,true,false,false,false,true,2021-01-08T13:34:25Z,0.12,5.6,5.3,19,1.2,false,false,false,false,0,,,,,
NL:Q:30005054,Waterlooplein,available,bus,52.36917319150693,4.9059204612849445,false,false,60,2019-02-07T00:00:00Z,langshalte,22,true,false,false,false,true,2021-01-08T13:34:25Z,0.05,5.8,5.8,19,3.2,false,false,false,false,0,,,,,
NL:Q:30009546,Station Ganzenhoef,available,metro,52.32398452302088,4.9728576699049984,true,true,317,2020-05-24T22:00:00Z,langshalte,156,true,true,true,false,true,2021-02-25T11:33:45Z,0.9,4.8,4.8,156,4.5,true,true,false,false,0,,,,,
NL:Q:30009547,Station Ganzenhoef,available,metro,52.32331174724936,4.973230647569157,true,true,138,2020-05-24T22:00:00Z,langshalte,156,true,true,true,false,true,2021-02-25T11:33:45Z,0.9,4.8,4.8,156,4.5,true,true,false,false,9,,,2,,
NL:Q:57131520,Ch. de Bourbonstraat,available,bus,52.38168055116945,4.858726103461671,true,true,302,2020-05-24T22:00:00Z,haltehaven,24,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.35,1.35,20,0.9,true,true,true,false,0,18,,,2.74,12
NL:Q:57131530,Ch. de Bourbonstraat,available,bus,52.38101949099105,4.859629905739458,true,true,120,2020-05-24T22:00:00Z,haltehaven,24,true,false,true,true,false,2021-01-08T13:34:25Z,0.2,1.5,1.5,20,1.5,true,true,true,true,0,11,,,2.74,10
NL:Q:30000172,Holendrechtplein,available,bus,52.29956032043826,4.963996043214115,true,true,251,2020-05-24T22:00:00Z,haltehaven,21.1,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2,2,17.7,1.2,true,true,true,true,3.6,25,66,1.5,3.2,17
NL:Q:30000173,Holendrechtplein,available,bus,52.299089714469346,4.9630915999330965,true,true,71,2020-05-24T22:00:00Z,haltehaven,21.9,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.7,1.5,17,1.2,true,true,true,true,3.6,21,62,1.8,3.3,21.5
NL:Q:30001014,IJdijk,available,bus,52.38391592252344,4.963102935582693,false,false,113,2020-05-24T22:00:00Z,langshalte,14,true,false,false,true,true,2021-01-08T13:34:25Z,0.07,1.5,1.5,14,1.3,false,false,true,false,0,,,,,
NL:Q:30001015,IJdijk,available,bus,52.38388938127264,4.9632206943436294,false,false,290,2020-05-24T22:00:00Z,langshalte,24,false,false,false,false,true,2021-01-08T13:34:25Z,0.01,1.7,1.7,12,1.1,false,false,false,false,0,,,,,
NL:Q:30001086,'t Nopeind,available,bus,52.40981589759008,4.964956647262917,false,false,356,2019-02-07T00:00:00Z,bermhalte,0.01,false,false,false,false,false,2021-01-08T13:34:25Z,0.01,0.01,0.01,0.01,0.01,false,false,false,false,0,,,,,
NL:Q:30001087,'t Nopeind,available,bus,52.409940147409735,4.9645145605928604,false,false,95,2019-02-07T00:00:00Z,langshalte,0.01,false,false,false,false,false,2021-02-25T11:33:45Z,0.01,0.01,0.01,0.01,0.01,false,false,false,false,0,0.01,,,,
NL:Q:30002163,Houtmankade,available,bus,52.39112162822395,4.884410216491918,true,true,285,2020-05-24T22:00:00Z,haltehaven,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.5,2.7,17,0.8,true,true,true,false,0,9.5,,2,2.8,15
NL:Q:30002104,Houtmankade,available,bus,52.39078754017692,4.884046744545747,false,false,97,2020-05-24T22:00:00Z,haltehaven,25.9,true,false,false,false,true,2021-01-08T13:34:25Z,0.18,1.5,1.2,17,1.18,false,false,false,false,0,25,,1.2,2.5,10
NL:Q:30002105,Houtmankade,available,bus,52.39110551877338,4.8827356738158025,true,false,277,2020-05-24T22:00:00Z,haltehaven,21.5,true,false,true,true,false,2021-02-25T11:33:45Z,0.2,1.3,1.5,18,0.28,true,true,true,false,0,14,,1.5,2.6,7.5
NL:Q:30007247,Hogewerf,available,bus,52.33419898263166,4.879421024173286,false,false,0,2020-05-24T22:00:00Z,langshalte,22,true,false,false,false,true,2021-01-08T13:34:25Z,0.08,1.36,1.36,19.84,0.6,false,false,false,false,0,,,,,
NL:Q:30007248,Hogewerf,available,bus,52.3345741831238,4.8788885458667375,false,false,0,2020-05-24T22:00:00Z,langshalte,18.7,true,false,false,false,true,2021-01-08T13:34:25Z,0.09,1.2,1.2,18,0.6,false,false,false,false,0.02,,,,,
NL:Q:30008154,Roetersstraat,available,tram,52.3626146613216,4.910983194615664,false,false,330,2018-11-15T00:00:00Z,langshalte,57,false,false,false,false,false,2021-01-08T13:34:25Z,0.1,1.2,1.2,0.01,0.7,false,false,false,false,,0.01,,,,
NL:Q:30008155,Roetersstraat,available,tram,52.36213904145141,4.911164471699547,false,false,159,2018-11-15T00:00:00Z,langshalte,57,false,false,false,false,false,2021-01-08T13:34:25Z,0.08,1.2,1.2,0.01,0.7,false,false,false,false,,0.01,,,,
NL:Q:30004223,Ingelandenweg,plan,bus,52.35899024774533,4.7842898887526815,false,false,253,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30004224,Ingelandenweg,plan,bus,52.358873339573755,4.7842767975673315,false,false,67,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30007414,A.J. Ernststraat,expired,tram,52.331834506254715,4.868899642609595,false,true,358,2020-05-24T22:00:00Z,langshalte,26,false,false,false,false,false,2020-08-03T17:32:57Z,0.5,3.06,1.8,26,1.3,false,false,false,true,0.5,,2.2,1.8,,
NL:Q:30007415,A.J. Ernststraat,expired,tram,52.331645257928315,4.868784484495308,false,true,178,2020-05-24T22:00:00Z,langshalte,26,false,false,false,false,false,2020-08-03T17:33:13Z,0.5,1.8,3.03,26,1.3,false,false,false,true,0.5,,2.2,1.8,,
NL:Q:30001197,Draaierweg,outofuse,bus,52.4001339081424,4.903262649816189,false,false,293,2019-03-01T00:00:00Z,haltehaven,14.62,true,false,false,false,false,2021-02-25T11:33:45Z,0.12,1.98,1.98,0.01,0.55,false,false,false,false,0.03,9.66,,,1.77,11.88
NL:Q:30001198,Draaierweg,outofuse,bus,52.40047097603268,4.902171637717456,false,false,113,2019-03-01T00:00:00Z,langshalte,9.16,true,false,false,false,true,2021-02-25T11:33:45Z,0.12,1.62,2.9,0.01,1.44,false,false,false,false,0.06,0.01,,,,
NL:Q:57142040,Kalfjeslaan,available,bus,52.322185546302485,4.857615379563102,true,true,358,2020-05-24T22:00:00Z,semi-haltehaven,39.1,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.1,5.1,34.7,1.2,true,true,true,false,0,,,1.8,2.7,11.3
NL:Q:57242840,Kalfjeslaan,available,bus,52.32238234830363,4.857407682873486,true,true,178,2020-05-24T22:00:00Z,haltehaven,35.7,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,3.5,3.5,31.3,2,true,true,true,true,0.08,21,1.3,1.5,2.8,14.5
NL:Q:30000048,Lorentzlaan,available,bus,52.34582729551565,4.931973248308164,false,false,117,2020-05-24T22:00:00Z,haltehaven,20.5,true,false,false,false,true,2021-01-08T13:34:25Z,0.1,4.4,2.4,19.63,0.8,false,false,false,true,0.08,20,2,1.5,2.65,19
NL:Q:30000049,Lorentzlaan,available,bus,52.34639994562822,4.931306967229442,false,false,297,2020-05-24T22:00:00Z,haltehaven,27,true,false,false,false,true,2021-01-08T13:34:25Z,0.09,0.9,0.9,25.21,0.9,false,false,false,false,0.09,7,,1,2.9,5.5
NL:Q:30002378,Station Sloterdijk,plan,bus,52.38841678843196,4.837977359543309,false,false,191,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30002371,Station Sloterdijk,available,bus,52.3875130297238,4.838840544298865,true,true,315,2020-05-24T22:00:00Z,langshalte,18,true,false,true,true,true,2020-12-22T16:24:26Z,0.2,6,6,18,2.1,false,true,false,true,0.19,,5,3,,
NL:Q:30002374,Station Sloterdijk,available,bus,52.38712637595382,4.83880125956038,true,true,315,2020-05-24T22:00:00Z,langshalte,12,true,false,true,true,true,2020-12-22T16:24:26Z,0.19,2.4,2.4,12,1.2,false,true,true,true,0.09,,5,2.5,,
NL:Q:30002363,Station Sloterdijk,available,bus,52.388438099106246,4.838696892563397,true,true,315,2020-05-24T22:00:00Z,langshalte,18,true,false,true,true,true,2021-01-08T13:34:25Z,0.19,2.5,2.1,18,1.8,false,true,true,true,0.18,,3,1.5,,
NL:Q:30002370,Station Sloterdijk,available,bus,52.38774642484986,4.838778898973906,true,true,315,2020-05-24T22:00:00Z,langshalte,19.2,true,false,true,true,true,2021-01-08T13:34:25Z,0.19,2.4,1.8,18,1.4,false,true,true,true,0.19,,5,2.5,,
NL:Q:30002372,Station Sloterdijk,available,bus,52.38743214490733,4.838841544905757,true,true,315,2020-05-24T22:00:00Z,langshalte,18,true,false,true,true,true,2020-12-22T16:24:26Z,0.19,2.4,2.4,18,1.2,false,true,true,true,0.09,,5,2.5,,
NL:Q:30002364,Station Sloterdijk,available,bus,52.38835755449621,4.838771337795243,true,true,315,2020-05-24T22:00:00Z,langshalte,18,true,false,true,true,true,2021-01-08T13:34:25Z,0.19,3.6,2.4,18,1.5,false,true,true,true,0.19,,6.5,2.5,,
NL:Q:30002373,Station Sloterdijk,available,bus,52.38729720082531,4.838813835542712,true,true,315,2020-05-24T22:00:00Z,langshalte,12,true,false,true,true,true,2020-12-22T16:24:26Z,0.19,6,6,12,2.1,false,true,true,true,0.09,,5,2.5,,
NL:Q:30002365,Station Sloterdijk,available,bus,52.388267478386545,4.838728383236174,true,true,315,2020-05-24T22:00:00Z,langshalte,18,true,false,true,true,true,2021-01-08T13:34:25Z,0.19,2.1,2.5,18,1.5,false,true,true,true,0.19,,5,2,,
NL:Q:30002366,Station Sloterdijk,available,bus,52.38814186168868,4.838774006473928,true,true,315,2020-05-24T22:00:00Z,langshalte,18,true,false,true,true,true,2021-01-08T13:34:25Z,0.19,3.9,2.4,18,1.5,false,true,true,true,0.09,,5,2.5,,
NL:Q:30002367,Station Sloterdijk,available,bus,52.3880340152813,4.838775340802064,true,true,315,2020-05-24T22:00:00Z,langshalte,18,true,false,true,true,true,2021-01-08T13:34:25Z,0.19,1.8,2.4,18,1.45,false,true,true,true,0.19,,5,2.5,,
NL:Q:30002360,Station Sloterdijk,available,bus,52.38855302678897,4.838284156726726,true,true,270,2020-05-24T22:00:00Z,langshalte,41.8,true,false,true,true,true,2021-01-08T13:34:25Z,0.19,3,4.8,31,2.4,true,true,false,true,0.18,,4,4,,
NL:Q:30002368,Station Sloterdijk,available,bus,52.3879171136372,4.838762097594513,true,true,315,2020-05-24T22:00:00Z,langshalte,18,true,false,true,true,false,2021-01-08T13:34:25Z,0.19,2.9,2.4,18,1.45,false,true,true,true,0.09,,5,2.5,,
NL:Q:30002361,Station Sloterdijk,available,tram,52.3883509473462,4.8392855592719926,true,true,0,2020-05-24T22:00:00Z,langshalte,66,true,false,true,false,true,2021-01-08T13:34:25Z,0.19,3,6,64,1.5,true,true,false,false,0,,,,,
NL:Q:30002369,Station Sloterdijk,available,bus,52.38781832245932,4.838778009435926,true,true,315,2020-05-24T22:00:00Z,langshalte,18,true,false,true,true,true,2021-01-08T13:34:25Z,0.19,4.8,2.4,18,1.5,false,true,true,true,0.09,,5,2.5,,
NL:Q:30002362,Station Sloterdijk,available,tram,52.388332769027954,4.839241714874265,true,true,0,2020-05-24T22:00:00Z,langshalte,66,true,false,true,false,false,2020-12-22T16:24:26Z,0.19,1.7,1.7,64,1.7,true,true,false,true,0.19,,1.4,2.1,,
NL:Q:30007079,Apollolaan,expired,tram,52.35087783023329,4.878848576507959,false,true,205,2018-11-15T00:00:00Z,langshalte,18,true,false,false,false,true,2021-02-25T11:33:45Z,0.19,1.83,1.41,18,1.38,false,false,false,false,0,0.01,,,,
NL:Q:30007080,Apollolaan,expired,tram,52.35124750769313,4.879123211786195,false,true,32,2018-11-15T00:00:00Z,langshalte,18,true,false,false,false,true,2021-02-25T11:33:45Z,0.19,1.8,1.71,0.01,1.31,false,false,false,false,0,0.01,,,,
NL:Q:30007157,Van Heenvlietlaan,available,bus,52.32493896379173,4.883018050821047,true,true,269,2020-05-24T22:00:00Z,langshalte,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,3,3,17,1.2,true,true,true,false,0,,,1.5,,
NL:Q:30007158,Van Heenvlietlaan,available,bus,52.324832427849856,4.883327301751599,true,true,89,2020-05-24T22:00:00Z,langshalte,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,3,3,17,1.2,true,true,true,false,0,,,1.5,,
NL:Q:30008258,1e Leeghwaterstraat,available,tram,52.370093205011244,4.929404204106593,false,true,239,2020-05-24T22:00:00Z,langshalte,23.9,true,false,false,false,false,2021-01-08T13:34:25Z,0.18,1,0.75,23.9,0.75,false,false,false,false,0.06,,,,,
NL:Q:30008259,1e Leeghwaterstraat,available,tram,52.370446264381826,4.930061325684969,false,false,59,2020-05-24T22:00:00Z,langshalte,23.9,true,false,false,false,false,2021-01-08T13:34:25Z,0.18,1,1,23.9,0.75,false,false,false,false,0.12,,,,,
NL:Q:30009056,Dintelstraat,plan,bus,52.341981422596014,4.894065000754435,false,false,43,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30009001,Dintelstraat,available,tram,52.34189845618301,4.893566997267907,false,false,83,2019-03-14T00:00:00Z,langshalte,52,true,false,false,false,false,2021-01-08T13:34:25Z,0.1,1.2,1.2,50,0.6,false,false,false,true,0.11,,1,1.5,,
NL:Q:30009003,Dintelstraat,available,tram,52.341977198648976,4.893052521175541,false,false,273,2018-11-15T00:00:00Z,langshalte,50,true,false,false,false,false,2021-01-08T13:34:25Z,0.06,1.5,1.2,48,0.7,false,false,false,true,0.09,,1,1.5,,
NL:Q:30009906,Buiksloterweg,available,ferry,52.38223857452282,4.903046742085692,false,false,230,2020-05-24T22:00:00Z,haltehaven,10,false,false,false,false,false,2021-02-25T11:33:45Z,0.01,0.01,0.01,10,,false,false,false,false,,10,,,3,10
NL:Q:30009910,Centraal Station,available,ferry,52.379522611269685,4.902635797339576,false,false,300,2020-05-24T22:00:00Z,langshalte,0.01,false,false,false,false,false,2021-02-25T11:33:45Z,0.01,0.01,0.01,0.01,0.01,false,false,false,false,,,,,,
NL:Q:57114180,Merelstraat,available,bus,52.38911265142974,4.925168077164893,false,false,7,2020-05-24T22:00:00Z,haltehaven,24.5,true,false,false,false,true,2021-01-08T13:34:25Z,0.12,2.52,2.52,25,1.5,false,false,false,false,0,13.05,,1.5,2.92,8.4
NL:Q:30001116,Merelstraat,available,bus,52.38984857767933,4.924895984192458,true,true,159,2020-05-24T22:00:00Z,haltehaven,42.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.4,2.4,39.1,1.8,true,true,true,false,0,15,,,2.98,15.63
NL:Q:30001117,Merelstraat,available,bus,52.390002107046094,4.925085355136931,true,true,346,2020-05-24T22:00:00Z,haltehaven,40.8,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,3.78,2.12,37.4,2.12,true,true,true,false,0,27.89,,1.5,2.8,15.34
NL:Q:57114090,Merelstraat,available,bus,52.388913726938455,4.924861664614543,false,false,197,2020-05-24T22:00:00Z,haltehaven,25,true,false,false,false,true,2021-01-08T13:34:25Z,0.11,3.73,3.73,25,0.51,false,false,false,false,0,17.45,,1.8,2.8,11.5
NL:Q:30001365,Atatürk,available,bus,52.403194801726514,4.897939174861755,true,false,53,2020-05-24T22:00:00Z,haltehaven,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,2.4,1.5,17,0.9,true,true,true,true,0.08,12,1.2,2,2.3,10
NL:Q:30001366,Atatürk,available,bus,52.40327495838934,4.89776195459877,false,false,233,2020-05-24T22:00:00Z,langshalte,20.4,true,false,false,false,true,2021-01-08T13:34:25Z,0.2,1.2,1.6,17,0.8,false,false,false,true,0.14,,1.4,2,,
NL:Q:30001433,Lange Vonder,available,bus,52.42187266948329,4.896145145230249,false,false,256,2020-05-24T22:00:00Z,langshalte,30,true,false,false,false,true,2021-01-08T13:34:25Z,0.2,1.9,2.8,29.5,1.3,false,false,false,true,0.14,,0.8,1.2,,
NL:Q:30001434,Lange Vonder,available,bus,52.42190989738095,4.896453448842535,false,true,76,2020-05-24T22:00:00Z,langshalte,30.5,true,false,false,false,true,2021-01-08T13:34:25Z,0.18,2.7,3.6,29.5,1,false,false,false,true,0.14,,0.8,1.2,,
NL:Q:30004091,Louweshoek,available,bus,52.34643810370695,4.823351468620597,true,false,0,2020-05-24T22:00:00Z,langshalte,18,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,0.9,1.8,18,0.9,true,true,true,true,0.12,,1.2,1.2,,
NL:Q:30004119,Aalsmeerplein,outofuse,bus,52.346463821495426,4.846186750716598,false,false,32,2019-03-01T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:30004108,Aalsmeerplein,outofuse,bus,52.34661640404844,4.846140863055896,false,false,222,2019-03-01T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:30004102,Aalsmeerplein,available,bus,52.347041958173364,4.846825447868151,true,false,40,2020-05-24T22:00:00Z,semi-haltehaven,19.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,3.3,3.3,18,3.3,true,true,true,true,0.03,0.01,3,1.8,2.8,14.7
NL:Q:30004103,Aalsmeerplein,available,bus,52.34704960477803,4.846531834319737,true,true,241,2020-05-24T22:00:00Z,semi-haltehaven,19.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,3.3,3.3,17.6,1.1,true,true,true,true,0.04,17,3,1.5,2.5,
NL:Q:30004129,Derkinderenstraat,available,bus,52.36418280971372,4.839261117461646,true,true,265,2020-05-24T22:00:00Z,haltehaven,21.7,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.7,2.7,18.1,2,true,true,true,false,0.04,24,,1.8,2.67,14.5
NL:Q:30004130,Derkinderenstraat,available,bus,52.364068217267715,4.839747027827068,true,true,87,2020-05-24T22:00:00Z,haltehaven,21.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.4,1,18,1,true,true,true,false,0,24,,1.5,2.8,10
NL:Q:30004135,Justus Lipsiusstraat,available,bus,52.3615115312909,4.827329242998938,true,true,358,2020-05-24T22:00:00Z,haltehaven,21.6,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,4,4,19.3,4,true,true,true,false,0.03,17.4,,1.8,2.8,14.4
NL:Q:30004136,Justus Lipsiusstraat,available,bus,52.36081798603561,4.827015022799398,true,true,177,2020-05-24T22:00:00Z,haltehaven,21.3,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.5,1.5,17.7,1.5,true,true,true,false,0,14,,1.5,2.8,14
NL:Q:30008225,Majanggracht,available,bus,52.37906272762037,4.929355660512945,true,true,279,2020-05-24T22:00:00Z,langshalte,22,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,1.7,2.8,22,0.9,true,true,true,false,0,,,,,
NL:Q:30008226,Majanggracht,available,bus,52.378683979415094,4.931356923456049,true,true,101,2020-05-24T22:00:00Z,langshalte,20.8,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,2,3.2,20.8,2,true,true,true,false,0,,,,,
NL:Q:57144010,Amstelveenseweg,available,bus,52.3374439923231,4.856978506454204,true,true,88,2020-05-24T22:00:00Z,langshalte,40,true,false,true,true,true,2021-01-08T13:34:25Z,0.19,4,5.3,37,2.1,true,false,true,false,0,,,2.1,,
NL:Q:30000167,Hogevecht,available,bus,52.309530068022696,4.959634006166121,true,true,251,2020-05-24T22:00:00Z,haltehaven,21.1,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.7,3,17.7,1.5,true,true,true,true,3.6,23,65,1.5,3,15
NL:Q:30000168,Hogevecht,available,bus,52.309432477512935,4.9599868688859265,true,true,70,2020-05-24T22:00:00Z,haltehaven,21.1,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.7,3,18.7,1.35,true,true,true,true,3.6,23,53,1.75,3,17
NL:Q:30000338,Staverdenplein,available,bus,52.2927973700657,4.986018085527724,true,true,88,2020-05-24T22:00:00Z,haltehaven,21.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,3,1.5,18,1.5,true,true,true,true,3.6,24.5,60,1.5,3.1,21.35
NL:Q:30000339,Staverdenplein,available,bus,52.29293118795491,4.98572371754144,true,true,268,2020-05-24T22:00:00Z,haltehaven,21.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,3,3,18,1.6,true,true,true,true,3,24.35,66,2,3.1,20
